Cancer_Type,Hugo_Symbol,Gene_Id_Entrez,Hotspot,Number_of_Mutated_Samples,Total_Number_of_Samples,Overall_Mutation_Frequency,Dataset_Name,Is_Oncogene,Is_Tumour_Suppressor_Gene,Is_WDR
STAD,WSB1,26118,0,6,435,1.38,cBioPortal,--,--,true
STAD,TBL1X,6907,0,11,435,2.53,cBioPortal,--,--,true
BRCA,TAF5L,27097,0,5,1009,0.5,cBioPortal,--,--,true
BLCA,WDR90,197335,0,9,409,2.2,cBioPortal,false,false,true
ESCA,WIPI1,55062,0,1,182,0.55,cBioPortal,--,--,true
CESC,CIAO1,9391,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,PHIP,55023,0,27,528,5.11,cBioPortal,--,--,true
COADREAD,ERCC8,1161,0,1,528,0.19,cBioPortal,--,--,true
GBM,SPAG16,79582,0,1,393,0.25,cBioPortal,--,--,true
HNSC,CDRT1,374286,0,3,502,0.6,cBioPortal,--,--,true
LAML,PALB2,0,0,1,199,0.5,cBioPortal,false,true,true
KIRC,DPH7,92715,0,1,356,0.28,cBioPortal,--,--,true
LGG,WRAP53,55135,0,1,509,0.2,cBioPortal,--,--,true
LIHC,STRN4,29888,0,1,358,0.28,cBioPortal,--,--,true
LUAD,TAF5,6877,0,5,561,0.89,cBioPortal,--,--,true
LUSC,GNB2L1,0,0,3,469,0.64,cBioPortal,--,--,true
SKCM,DCAF6,55827,0,30,440,6.82,cBioPortal,--,--,true
OV,NWD1,284434,0,6,409,1.47,cBioPortal,--,--,true
PAAD,CHAF1B,8208,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR18,57418,0,1,491,0.2,cBioPortal,--,--,true
UCEC,WDR72,256764,0,40,515,7.77,cBioPortal,--,--,true
UCEC,CORO2B,10391,0,22,515,4.27,cBioPortal,--,--,true
STAD,WDPCP,51057,0,6,435,1.38,cBioPortal,--,--,true
STAD,EIF2A,83939,0,3,435,0.69,cBioPortal,--,--,true
BRCA,MPP7,143098,0,7,1009,0.69,cBioPortal,--,--,true
BLCA,WDPCP,51057,0,10,409,2.44,cBioPortal,--,--,true
ESCA,WDR91,29062,0,1,182,0.55,cBioPortal,--,--,true
CESC,EML4,27436,0,2,281,0.71,cBioPortal,false,false,true
COADREAD,STXBP5L,9515,0,22,528,4.17,cBioPortal,--,--,true
COADREAD,PEX7,5191,0,2,528,0.38,cBioPortal,--,--,true
GBM,DMWD,1762,0,1,393,0.25,cBioPortal,--,--,true
HNSC,DAW1,164781,0,1,502,0.2,cBioPortal,--,--,true
LAML,TBC1D31,0,0,2,199,1.01,cBioPortal,--,--,true
KIRC,DCAF8L1,139425,0,1,356,0.28,cBioPortal,--,--,true
LGG,BRWD3,254065,0,2,509,0.39,cBioPortal,--,--,true
LIHC,IFT122,55764,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PLAA,9373,0,5,561,0.89,cBioPortal,--,--,true
LUSC,PEX7,5191,0,2,469,0.43,cBioPortal,--,--,true
SKCM,DCAF4L1,285429,0,12,440,2.73,cBioPortal,--,--,true
OV,DDB1,1642,0,2,409,0.49,cBioPortal,--,--,true
PAAD,WDR64,128025,0,1,174,0.57,cBioPortal,--,--,true
PRAD,MLST8,64223,0,1,491,0.2,cBioPortal,--,--,true
UCEC,EML5,161436,0,53,515,10.29,cBioPortal,--,--,true
UCEC,GNB1,2782,0,11,515,2.14,cBioPortal,true,false,true
STAD,FBXW7,55294,0,37,435,8.51,cBioPortal,false,true,true
STAD,CDRT1,374286,0,7,435,1.61,cBioPortal,--,--,true
BRCA,POC1B,282809,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,CHAF1B,8208,0,6,409,1.47,cBioPortal,--,--,true
ESCA,WDR96,0,0,1,182,0.55,cBioPortal,--,--,true
CESC,EML6,400954,0,11,281,3.91,cBioPortal,--,--,true
COADREAD,IFT80,57560,0,22,528,4.17,cBioPortal,--,--,true
COADREAD,CORO1C,23603,0,7,528,1.33,cBioPortal,--,--,true
GBM,STRAP,11171,0,1,393,0.25,cBioPortal,--,--,true
HNSC,DCAF10,79269,0,2,502,0.4,cBioPortal,--,--,true
LAML,NBEA,0,0,2,199,1.01,cBioPortal,--,--,true
KIRC,PPP2R2A,5520,0,1,356,0.28,cBioPortal,false,true,true
LGG,UTP18,51096,0,1,509,0.2,cBioPortal,--,--,true
LIHC,PLRG1,5356,0,2,358,0.56,cBioPortal,--,--,true
LUAD,COPB2,9276,0,5,561,0.89,cBioPortal,--,--,true
LUSC,DCAF12L2,340578,0,16,469,3.41,cBioPortal,--,--,true
SKCM,DCAF4L2,138009,0,29,440,6.59,cBioPortal,--,--,true
OV,ARPC1A,10552,0,1,409,0.24,cBioPortal,--,--,true
PAAD,WDTC1,23038,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR90,197335,0,1,491,0.2,cBioPortal,false,false,true
UCEC,WDR76,79968,0,21,515,4.08,cBioPortal,--,--,true
UCEC,WDR54,84058,0,13,515,2.52,cBioPortal,--,--,true
STAD,PLRG1,5356,0,9,435,2.07,cBioPortal,--,--,true
STAD,CORO6,84940,0,4,435,0.92,cBioPortal,--,--,true
BRCA,DCAF12L2,340578,0,4,1009,0.4,cBioPortal,--,--,true
BLCA,GNB1L,54584,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WDSUB1,151525,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDPCP,51057,0,5,281,1.78,cBioPortal,--,--,true
COADREAD,SEC31A,22872,0,15,528,2.84,cBioPortal,false,false,true
COADREAD,SNRNP40,9410,0,3,528,0.57,cBioPortal,--,--,true
GBM,RWDD2A,112611,0,1,393,0.25,cBioPortal,--,--,true
HNSC,PPWD1,23398,0,1,502,0.2,cBioPortal,--,--,true
LAML,DMXL2,0,0,2,199,1.01,cBioPortal,--,--,true
KIRC,STRN,6801,0,1,356,0.28,cBioPortal,false,false,true
LGG,WDR52,0,0,2,509,0.39,cBioPortal,--,--,true
LIHC,WDR74,54663,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR55,54853,0,2,561,0.36,cBioPortal,--,--,true
LUSC,WDR53,348793,0,4,469,0.85,cBioPortal,--,--,true
SKCM,DCAF5,8816,0,18,440,4.09,cBioPortal,--,--,true
OV,MPP7,143098,0,2,409,0.49,cBioPortal,--,--,true
PAAD,WRAP73,49856,0,1,174,0.57,cBioPortal,--,--,true
PRAD,CORO6,84940,0,1,491,0.2,cBioPortal,--,--,true
UCEC,DMXL2,23312,0,74,515,14.37,cBioPortal,--,--,true
UCEC,CORO1B,57175,0,9,515,1.75,cBioPortal,--,--,true
STAD,CDH1,999,0,41,435,9.43,cBioPortal,false,true,true
STAD,WDFY1,57590,0,5,435,1.15,cBioPortal,--,--,true
BRCA,WDR16,0,0,3,1009,0.3,cBioPortal,--,--,true
ACC,AHI1,54806,0,2,91,2.2,cBioPortal,--,--,true
BLCA,RFWD2,0,0,6,409,1.47,cBioPortal,--,--,true
CESC,PIK3R4,30849,0,8,281,2.85,cBioPortal,--,--,true
COADREAD,WDR45,11152,0,14,528,2.65,cBioPortal,--,--,true
COADREAD,AAMP,14,0,3,528,0.57,cBioPortal,--,--,true
GBM,EML1,2009,0,4,393,1.02,cBioPortal,--,--,true
HNSC,DCAF4,26094,0,6,502,1.2,cBioPortal,--,--,true
HNSC,TSSC1,0,0,1,502,0.2,cBioPortal,--,--,true
LAML,WDR92,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WDFY4,57705,0,2,356,0.56,cBioPortal,--,--,true
LGG,WDR34,0,0,2,509,0.39,cBioPortal,--,--,true
LIHC,CORO2B,10391,0,2,358,0.56,cBioPortal,--,--,true
LUAD,STRN3,29966,0,11,561,1.96,cBioPortal,--,--,true
LUSC,WDR41,55255,0,5,469,1.07,cBioPortal,--,--,true
SKCM,DCAF8L1,139425,0,33,440,7.5,cBioPortal,--,--,true
OV,NUP37,79023,0,1,409,0.24,cBioPortal,--,--,true
PAAD,WDSUB1,151525,0,1,174,0.57,cBioPortal,--,--,true
PRAD,RBBP4,5928,0,1,491,0.2,cBioPortal,--,--,true
UCEC,PALB2,79728,0,33,515,6.41,cBioPortal,false,true,true
UCEC,GNB4,59345,0,13,515,2.52,cBioPortal,--,--,true
STAD,EML5,161436,0,15,435,3.45,cBioPortal,--,--,true
STAD,TBC1D31,93594,0,9,435,2.07,cBioPortal,--,--,true
BRCA,EML4,27436,0,7,1009,0.69,cBioPortal,false,false,true
BLCA,BTRC,8945,0,4,409,0.98,cBioPortal,--,--,true
ESCA,WRAP73,49856,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR52,0,0,8,281,2.85,cBioPortal,--,--,true
COADREAD,DCAF12,25853,0,8,528,1.52,cBioPortal,--,--,true
COADREAD,DMWD,1762,0,5,528,0.95,cBioPortal,--,--,true
GBM,CDC40,51362,0,1,393,0.25,cBioPortal,--,--,true
HNSC,WDR20,91833,0,2,502,0.4,cBioPortal,--,--,true
LAML,ELP2,0,0,1,199,0.5,cBioPortal,false,false,true
KIRC,PALB2,79728,0,2,356,0.56,cBioPortal,false,true,true
LGG,TLE6,79816,0,1,509,0.2,cBioPortal,--,--,true
LIHC,EIF3B,8662,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PPP2R2C,5522,0,7,561,1.25,cBioPortal,--,--,true
LUSC,FBXW11,23291,0,5,469,1.07,cBioPortal,--,--,true
SKCM,DCAF7,10238,0,1,440,0.23,cBioPortal,--,--,true
OV,NLRP4,147945,0,7,409,1.71,cBioPortal,--,--,true
PAAD,WDR4,10785,0,1,174,0.57,cBioPortal,--,--,true
PRAD,COPA,1314,0,1,491,0.2,cBioPortal,--,--,true
UCEC,IFT140,9742,0,43,515,8.35,cBioPortal,--,--,true
UCEC,THOC3,84321,0,9,515,1.75,cBioPortal,--,--,true
STAD,AAAS,8086,0,8,435,1.84,cBioPortal,--,--,true
STAD,FBXW5,54461,0,5,435,1.15,cBioPortal,--,--,true
BRCA,HERC1,8925,0,26,1009,2.58,cBioPortal,--,--,true
ACC,WDR7,23335,0,1,91,1.1,cBioPortal,--,--,true
BLCA,EIF2S1,1965,0,5,409,1.22,cBioPortal,--,--,true
ESCA,WSB1,26118,0,1,182,0.55,cBioPortal,--,--,true
CESC,WDR5B,54554,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,DCAF12L1,139170,0,17,528,3.22,cBioPortal,--,--,true
COADREAD,DCAF8,50717,0,8,528,1.52,cBioPortal,--,--,true
GBM,PRPF19,27339,0,1,393,0.25,cBioPortal,--,--,true
HNSC,PPP2R2C,5522,0,1,502,0.2,cBioPortal,--,--,true
LAML,RFWD2,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WDR55,54853,0,1,356,0.28,cBioPortal,--,--,true
LGG,MED16,10025,0,4,509,0.79,cBioPortal,--,--,true
LIHC,CDC40,51362,0,1,358,0.28,cBioPortal,--,--,true
LUAD,DPH7,92715,0,3,561,0.53,cBioPortal,--,--,true
LUSC,CORO1B,57175,0,3,469,0.64,cBioPortal,--,--,true
SKCM,DCAF8,50717,0,11,440,2.5,cBioPortal,--,--,true
OV,DENND3,22898,0,4,409,0.98,cBioPortal,--,--,true
PAAD,PWP2,5822,0,1,174,0.57,cBioPortal,--,--,true
PRAD,RFWD2,0,0,1,491,0.2,cBioPortal,--,--,true
UCEC,TBL3,10607,0,17,515,3.3,cBioPortal,--,--,true
UCEC,EIF3I,8668,0,13,515,2.52,cBioPortal,--,--,true
STAD,WDR20,91833,0,10,435,2.3,cBioPortal,--,--,true
STAD,TNFSF13B,10673,0,6,435,1.38,cBioPortal,--,--,true
BRCA,RBBP5,5929,0,5,1009,0.5,cBioPortal,--,--,true
ACC,EML3,256364,0,1,91,1.1,cBioPortal,--,--,true
BLCA,GNB3,2784,0,6,409,1.47,cBioPortal,--,--,true
ESCA,ZNF106,64397,0,2,182,1.1,cBioPortal,--,--,true
CESC,IFT122,55764,0,5,281,1.78,cBioPortal,--,--,true
COADREAD,DCAF8L1,139425,0,14,528,2.65,cBioPortal,--,--,true
COADREAD,WDR89,112840,0,4,528,0.76,cBioPortal,--,--,true
GBM,DCAF4L2,138009,0,1,393,0.25,cBioPortal,--,--,true
HNSC,LRWD1,222229,0,1,502,0.2,cBioPortal,--,--,true
LAML,RAE1,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WDR70,55100,0,1,356,0.28,cBioPortal,--,--,true
LGG,GTF3C2,2976,0,1,509,0.2,cBioPortal,--,--,true
LIHC,ARPC1B,10095,0,1,358,0.28,cBioPortal,--,--,true
LUAD,SHKBP1,92799,0,4,561,0.71,cBioPortal,--,--,true
LUSC,ESR1,2099,0,9,469,1.92,cBioPortal,true,false,false
SKCM,DCAF8,50717,0,11,440,2.5,cBioPortal,--,--,true
OV,PRPF4,9128,0,2,409,0.49,cBioPortal,--,--,true
PAAD,NOL10,79954,0,1,174,0.57,cBioPortal,--,--,true
PRAD,TAF5L,27097,0,2,491,0.41,cBioPortal,--,--,true
UCEC,MLST8,64223,0,13,515,2.52,cBioPortal,--,--,true
UCEC,WDR86,349136,0,7,515,1.36,cBioPortal,--,--,true
STAD,TECPR2,9895,0,14,435,3.22,cBioPortal,--,--,true
STAD,RNASE7,84659,0,2,435,0.46,cBioPortal,--,--,true
BRCA,WDR36,134430,0,3,1009,0.3,cBioPortal,--,--,true
ACC,TBL1X,6907,0,2,91,2.2,cBioPortal,--,--,true
BLCA,SH2D2A,9047,0,4,409,0.98,cBioPortal,--,--,true
CESC,NBEAL2,23218,0,11,281,3.91,cBioPortal,--,--,true
COADREAD,RBBP7,5931,0,16,528,3.03,cBioPortal,--,--,true
DLBC,HERC1,8925,0,1,37,2.7,cBioPortal,--,--,true
GBM,WDR70,55100,0,2,393,0.51,cBioPortal,--,--,true
HNSC,CIRH1A,0,0,1,502,0.2,cBioPortal,--,--,true
HNSC,WDR92,0,0,3,502,0.6,cBioPortal,--,--,true
LAML,TBL1XR1,0,0,1,199,0.5,cBioPortal,true,false,true
KIRC,DDB1,1642,0,1,356,0.28,cBioPortal,--,--,true
LGG,RBBP5,5929,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR93,56964,0,1,358,0.28,cBioPortal,--,--,true
LUAD,C18orf8,0,0,3,561,0.53,cBioPortal,--,--,true
LUSC,WDR31,114987,0,3,469,0.64,cBioPortal,--,--,true
SKCM,DENND3,22898,0,45,440,10.23,cBioPortal,--,--,true
OV,WDR45,11152,0,2,409,0.49,cBioPortal,--,--,true
PAAD,IFT172,26160,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDR12,55759,0,1,491,0.2,cBioPortal,--,--,true
UCEC,WDR90,197335,0,35,515,6.8,cBioPortal,false,false,true
UCEC,GRWD1,83743,0,11,515,2.14,cBioPortal,--,--,true
STAD,TLE6,79816,0,9,435,2.07,cBioPortal,--,--,true
STAD,WDR1,9948,0,5,435,1.15,cBioPortal,--,--,true
BRCA,NLE1,54475,0,1,1009,0.1,cBioPortal,--,--,true
ACC,EML2,24139,0,1,91,1.1,cBioPortal,--,--,true
BLCA,FBXW10,10517,0,6,409,1.47,cBioPortal,--,--,true
CESC,EIF2A,83939,0,3,281,1.07,cBioPortal,--,--,true
COADREAD,TBL1X,6907,0,8,528,1.52,cBioPortal,--,--,true
COADREAD,DDB2,1643,0,2,528,0.38,cBioPortal,false,true,true
GBM,EGFR,1956,0,94,393,23.92,cBioPortal,true,false,false
HNSC,IFT172,26160,0,11,502,2.19,cBioPortal,--,--,true
HNSC,RFWD2,0,0,2,502,0.4,cBioPortal,--,--,true
LAML,WDR54,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,PWP1,11137,0,1,356,0.28,cBioPortal,--,--,true
LGG,DCAF5,8816,0,1,509,0.2,cBioPortal,--,--,true
LIHC,NLE1,54475,0,2,358,0.56,cBioPortal,--,--,true
LUAD,GNB1L,54584,0,3,561,0.53,cBioPortal,--,--,true
LUSC,GRWD1,83743,0,2,469,0.43,cBioPortal,--,--,true
SKCM,DCAF8L2,347442,0,10,440,2.27,cBioPortal,--,--,true
OV,WIPI1,55062,0,1,409,0.24,cBioPortal,--,--,true
PAAD,WDR35,57539,0,1,174,0.57,cBioPortal,--,--,true
PRAD,CHAF1B,8208,0,1,491,0.2,cBioPortal,--,--,true
UCEC,CORO1A,11151,0,18,515,3.5,cBioPortal,--,--,true
UCEC,RWDD2A,112611,0,7,515,1.36,cBioPortal,--,--,true
STAD,HERC1,8925,0,37,435,8.51,cBioPortal,--,--,true
STAD,NUP37,79023,0,3,435,0.69,cBioPortal,--,--,true
BRCA,PIK3R4,30849,0,10,1009,0.99,cBioPortal,--,--,true
ACC,BRWD1,54014,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR41,55255,0,5,409,1.22,cBioPortal,--,--,true
CESC,TBL1XR1,79718,0,8,281,2.85,cBioPortal,true,false,true
COADREAD,NSMAF,8439,0,14,528,2.65,cBioPortal,--,--,true
COADREAD,RWDD2A,112611,0,1,528,0.19,cBioPortal,--,--,true
GBM,WDR66,0,0,4,393,1.02,cBioPortal,--,--,true
HNSC,IFT122,55764,0,6,502,1.2,cBioPortal,--,--,true
HNSC,WDR36,134430,0,1,502,0.2,cBioPortal,--,--,true
LAML,WDR52,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,CORO1B,57175,0,1,356,0.28,cBioPortal,--,--,true
LGG,TBC1D31,93594,0,3,509,0.59,cBioPortal,--,--,true
LIHC,DCAF12,25853,0,1,358,0.28,cBioPortal,--,--,true
LUAD,WDR38,401551,0,3,561,0.53,cBioPortal,--,--,true
LUSC,SRFBP1,153443,0,4,469,0.85,cBioPortal,--,--,true
SKCM,DDB1,1642,0,19,440,4.32,cBioPortal,--,--,true
OV,DCAF12L1,139170,0,2,409,0.49,cBioPortal,--,--,true
PAAD,NBEAL1,65065,0,1,174,0.57,cBioPortal,--,--,true
PRAD,PWP2,5822,0,1,491,0.2,cBioPortal,--,--,true
UCEC,CORO7,79585,0,30,515,5.83,cBioPortal,--,--,true
UCEC,STRAP,11171,0,13,515,2.52,cBioPortal,--,--,true
STAD,TLE3,7090,0,8,435,1.84,cBioPortal,false,false,true
STAD,CORO2B,10391,0,6,435,1.38,cBioPortal,--,--,true
BRCA,GNB5,10681,0,5,1009,0.5,cBioPortal,--,--,true
ACC,SCAP,22937,0,3,91,3.3,cBioPortal,--,--,true
BLCA,WDR60,0,0,5,409,1.22,cBioPortal,--,--,true
CESC,WDR48,57599,0,4,281,1.42,cBioPortal,--,--,true
COADREAD,LRBA,987,0,27,528,5.11,cBioPortal,--,--,true
DLBC,WDR72,256764,0,2,37,5.41,cBioPortal,--,--,true
GBM,DCAF12L2,340578,0,11,393,2.8,cBioPortal,--,--,true
HNSC,WDR12,55759,0,6,502,1.2,cBioPortal,--,--,true
HNSC,EML3,256364,0,3,502,0.6,cBioPortal,--,--,true
LAML,IFT80,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WSB2,55884,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR76,79968,0,1,509,0.2,cBioPortal,--,--,true
LIHC,DCAF11,80344,0,2,358,0.56,cBioPortal,--,--,true
LUAD,WDR24,84219,0,2,561,0.36,cBioPortal,--,--,true
LUSC,CDC40,51362,0,6,469,1.28,cBioPortal,--,--,true
SKCM,DDB2,1643,0,4,440,0.91,cBioPortal,false,true,true
OV,DNAI2,64446,0,1,409,0.24,cBioPortal,--,--,true
PAAD,GTF3C2,2976,0,1,174,0.57,cBioPortal,--,--,true
PRAD,NOL10,79954,0,1,491,0.2,cBioPortal,--,--,true
UCEC,EDC4,23644,0,34,515,6.6,cBioPortal,--,--,true
UCEC,DCAF8,50717,0,27,515,5.24,cBioPortal,--,--,true
STAD,TBL3,10607,0,8,435,1.84,cBioPortal,--,--,true
STAD,CDC20,991,0,7,435,1.61,cBioPortal,--,--,true
BRCA,STRN3,29966,0,4,1009,0.4,cBioPortal,--,--,true
ACC,NEDD1,121441,0,2,91,2.2,cBioPortal,--,--,true
BLCA,DNAI2,64446,0,9,409,2.2,cBioPortal,--,--,true
CESC,POC1A,25886,0,1,281,0.36,cBioPortal,--,--,true
COADREAD,CORO7,79585,0,14,528,2.65,cBioPortal,--,--,true
DLBC,WDR96,0,0,1,37,2.7,cBioPortal,--,--,true
GBM,KIF21B,23046,0,4,393,1.02,cBioPortal,--,--,true
HNSC,WDR91,29062,0,4,502,0.8,cBioPortal,--,--,true
HNSC,GRWD1,83743,0,2,502,0.4,cBioPortal,--,--,true
LAML,PHIP,0,0,3,199,1.51,cBioPortal,--,--,true
KIRC,CIRH1A,0,0,1,356,0.28,cBioPortal,--,--,true
LGG,DAW1,164781,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR55,54853,0,1,358,0.28,cBioPortal,--,--,true
LUAD,FBXW4,6468,0,3,561,0.53,cBioPortal,--,--,true
LUSC,PHIP,55023,0,14,469,2.99,cBioPortal,--,--,true
SKCM,DNAI1,27019,0,26,440,5.91,cBioPortal,--,--,true
OV,STRN4,29888,0,1,409,0.24,cBioPortal,--,--,true
PAAD,WDR92,0,0,1,174,0.57,cBioPortal,--,--,true
PRAD,TSSC1,0,0,1,491,0.2,cBioPortal,--,--,true
UCEC,CDRT1,374286,0,32,515,6.21,cBioPortal,--,--,true
UCEC,WDR83OS,51398,0,3,515,0.58,cBioPortal,--,--,true
STAD,EML4,27436,0,7,435,1.61,cBioPortal,false,false,true
STAD,DAW1,164781,0,2,435,0.46,cBioPortal,--,--,true
BRCA,DCAF13,25879,0,4,1009,0.4,cBioPortal,--,--,true
ACC,PAN2,9924,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR1,9948,0,3,409,0.73,cBioPortal,--,--,true
CESC,SCAP,22937,0,2,281,0.71,cBioPortal,--,--,true
COADREAD,TEP1,7011,0,26,528,4.92,cBioPortal,--,--,true
DLBC,GNB1L,54584,0,1,37,2.7,cBioPortal,--,--,true
GBM,MPP7,143098,0,3,393,0.76,cBioPortal,--,--,true
HNSC,NLRP4,147945,0,13,502,2.59,cBioPortal,--,--,true
HNSC,THOC6,79228,0,2,502,0.4,cBioPortal,--,--,true
LAML,RWDD4,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WDR65,0,0,2,356,0.56,cBioPortal,--,--,true
LGG,ERCC8,1161,0,1,509,0.2,cBioPortal,--,--,true
LIHC,GNB1L,54584,0,1,358,0.28,cBioPortal,--,--,true
LUAD,FZR1,51343,0,3,561,0.53,cBioPortal,true,true,true
LUSC,WDR24,84219,0,3,469,0.64,cBioPortal,--,--,true
SKCM,DMWD,1762,0,15,440,3.41,cBioPortal,--,--,true
OV,KCTD3,51133,0,3,409,0.73,cBioPortal,--,--,true
PAAD,WDR43,23160,0,1,174,0.57,cBioPortal,--,--,true
PRAD,WDFY1,57590,0,1,491,0.2,cBioPortal,--,--,true
UCEC,WDR24,84219,0,28,515,5.44,cBioPortal,--,--,true
UCEC,WDR73,84942,0,9,515,1.75,cBioPortal,--,--,true
STAD,TAF5L,27097,0,7,435,1.61,cBioPortal,--,--,true
STAD,DMWD,1762,0,6,435,1.38,cBioPortal,--,--,true
BRCA,PRPF4,9128,0,6,1009,0.59,cBioPortal,--,--,true
ACC,WDR87,83889,0,2,91,2.2,cBioPortal,--,--,true
BLCA,KIAA1432,0,0,12,409,2.93,cBioPortal,--,--,true
CESC,WDR6,11180,0,5,281,1.78,cBioPortal,--,--,true
COADREAD,DYNC1I1,1780,0,18,528,3.41,cBioPortal,--,--,true
DLBC,IFT80,57560,0,1,37,2.7,cBioPortal,--,--,true
GBM,WDR33,55339,0,2,393,0.51,cBioPortal,--,--,true
HNSC,TEP1,7011,0,16,502,3.19,cBioPortal,--,--,true
HNSC,PAFAH1B1,5048,0,2,502,0.4,cBioPortal,--,--,true
LAML,SRFBP1,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,MED16,10025,0,1,356,0.28,cBioPortal,--,--,true
LGG,WDR60,0,0,1,509,0.2,cBioPortal,--,--,true
LIHC,ARPC1A,10552,0,1,358,0.28,cBioPortal,--,--,true
LUAD,DAW1,164781,0,8,561,1.43,cBioPortal,--,--,true
LUSC,WDR64,128025,0,17,469,3.62,cBioPortal,--,--,true
SKCM,DMXL1,1657,0,34,440,7.73,cBioPortal,--,--,true
OV,CIAO1,9391,0,3,409,0.73,cBioPortal,--,--,true
PAAD,TSSC1,0,0,1,174,0.57,cBioPortal,--,--,true
PRAD,ATG16L1,55054,0,1,491,0.2,cBioPortal,--,--,true
UCEC,RFWD3,55159,0,17,515,3.3,cBioPortal,--,--,true
UCEC,TMEM56-RWDD3,0,0,2,515,0.39,cBioPortal,--,--,true
STAD,CSTF1,1477,0,12,435,2.76,cBioPortal,--,--,true
STAD,TBL1Y,90665,0,2,435,0.46,cBioPortal,--,--,true
BRCA,DMXL1,1657,0,21,1009,2.08,cBioPortal,--,--,true
ACC,WDR44,54521,0,3,91,3.3,cBioPortal,--,--,true
BLCA,MAPKBP1,23005,0,7,409,1.71,cBioPortal,--,--,true
CESC,VPRBP,0,0,5,281,1.78,cBioPortal,--,--,true
COADREAD,BRWD3,254065,0,36,528,6.82,cBioPortal,--,--,true
DLBC,PLRG1,5356,0,1,37,2.7,cBioPortal,--,--,true
GBM,LRWD1,222229,0,2,393,0.51,cBioPortal,--,--,true
HNSC,PHIP,55023,0,15,502,2.99,cBioPortal,--,--,true
HNSC,IMPACT,55364,0,3,502,0.6,cBioPortal,--,--,true
LAML,WDR46,0,0,1,199,0.5,cBioPortal,--,--,true
KIRC,WDR45B,56270,0,1,356,0.28,cBioPortal,--,--,true
LGG,TNFSF13B,10673,0,1,509,0.2,cBioPortal,--,--,true
LIHC,WDR12,55759,0,1,358,0.28,cBioPortal,--,--,true
LUAD,PWP1,11137,0,4,561,0.71,cBioPortal,--,--,true
LUSC,ATG16L1,55054,0,6,469,1.28,cBioPortal,--,--,true
SKCM,DMXL2,23312,0,57,440,12.95,cBioPortal,--,--,true
OV,WDR90,197335,0,1,409,0.24,cBioPortal,false,false,true
PAAD,STRN,6801,0,1,174,0.57,cBioPortal,false,false,true
PRAD,GTF3C2,2976,0,1,491,0.2,cBioPortal,--,--,true
UCEC,WDR59,79726,0,36,515,6.99,cBioPortal,--,--,true
UCEC,SNRNP40,9410,0,9,515,1.75,cBioPortal,--,--,true
STAD,BRWD1,54014,0,29,435,6.67,cBioPortal,--,--,true
STAD,WDFY2,115825,0,3,435,0.69,cBioPortal,--,--,true
BRCA,ARPC1A,10552,0,3,1009,0.3,cBioPortal,--,--,true
ACC,RFWD3,55159,0,1,91,1.1,cBioPortal,--,--,true
BLCA,WDR11,55717,0,13,409,3.18,cBioPortal,--,--,true
CESC,WDR17,116966,0,8,281,2.85,cBioPortal,--,--,true
COADREAD,LYST,1130,0,37,528,7.01,cBioPortal,--,--,true
DLBC,WDR34,0,0,1,37,2.7,cBioPortal,--,--,true
KIRP,NBEA,26960,0,7,274,2.55,cBioPortal,--,--,true
GBM,UTP15,84135,0,4,393,1.02,cBioPortal,--,--,true
HNSC,STRN4,29888,0,9,502,1.79,cBioPortal,--,--,true
HNSC,FBXW2,26190,0,2,502,0.4,cBioPortal,false,false,true
LAML,IFT122,0,0,1,199,0.5,cBioPortal,--,--,true
LGG,NLE1,54475,0,2,509,0.39,cBioPortal,--,--,true
LUAD,WDR72,256764,0,23,561,4.1,cBioPortal,--,--,true
LUAD,TLE3,7090,0,6,561,1.07,cBioPortal,false,false,true
LUSC,CSTF1,1477,0,2,469,0.43,cBioPortal,--,--,true
SKCM,DYNC1I1,1780,0,17,440,3.86,cBioPortal,--,--,true
OV,WDR65,0,0,2,409,0.49,cBioPortal,--,--,true
